2021-05-23 19:35:50,445 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2021-05-23 19:35:50,496 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2021-05-23 19:35:50,499 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2021-05-23 19:35:50,500 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2021-05-23 19:35:50,506 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2021-05-23 19:35:50,508 INFO  SwAddin.cs: 197 - Setting up callbacks
2021-05-23 19:35:50,510 INFO  SwAddin.cs: 201 - Setting up command manager
2021-05-23 19:35:50,513 INFO  SwAddin.cs: 204 - Adding command manager
2021-05-23 19:35:50,518 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2021-05-23 19:35:50,520 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2021-05-23 19:35:50,521 INFO  SwAddin.cs: 210 - Adding event handlers
2021-05-23 19:35:50,554 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2021-05-23 23:02:42,431 INFO  SwAddin.cs: 294 - Assembly export called for file RobotNurse.SLDASM
2021-05-23 23:02:46,455 INFO  SwAddin.cs: 313 - Saving assembly
2021-05-23 23:02:46,613 INFO  SwAddin.cs: 316 - Opening property manager
2021-05-23 23:02:46,683 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from RobotNurse.SLDASM
2021-05-23 23:02:46,708 INFO  ExportHelperExtension.cs: 1136 - Found 42 in RobotNurse.SLDASM
2021-05-23 23:02:46,710 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in RobotNurse.SLDASM
2021-05-23 23:02:46,711 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-05-23 23:02:46,715 INFO  ExportHelperExtension.cs: 1160 - 6 components to check
2021-05-23 23:02:46,719 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from BaseRobot-1
2021-05-23 23:02:46,720 INFO  ExportHelperExtension.cs: 1136 - Found 33 in BaseRobot-1
2021-05-23 23:02:46,721 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in BaseRobot-1
2021-05-23 23:02:46,723 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Table-1
2021-05-23 23:02:46,724 INFO  ExportHelperExtension.cs: 1136 - Found 27 in Table-1
2021-05-23 23:02:46,726 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Table-1
2021-05-23 23:02:46,727 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Wheels-5
2021-05-23 23:02:46,728 INFO  ExportHelperExtension.cs: 1136 - Found 30 in Wheels-5
2021-05-23 23:02:46,730 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Wheels-5
2021-05-23 23:02:46,731 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Wheels-3
2021-05-23 23:02:46,732 INFO  ExportHelperExtension.cs: 1136 - Found 30 in Wheels-3
2021-05-23 23:02:46,734 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Wheels-3
2021-05-23 23:02:46,735 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Wheels-4
2021-05-23 23:02:46,736 INFO  ExportHelperExtension.cs: 1136 - Found 30 in Wheels-4
2021-05-23 23:02:46,737 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Wheels-4
2021-05-23 23:02:46,738 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Wheels-1
2021-05-23 23:02:46,740 INFO  ExportHelperExtension.cs: 1136 - Found 30 in Wheels-1
2021-05-23 23:02:46,742 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Wheels-1
2021-05-23 23:02:46,743 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from RobotNurse.SLDASM
2021-05-23 23:02:46,745 INFO  ExportHelperExtension.cs: 1136 - Found 42 in RobotNurse.SLDASM
2021-05-23 23:02:46,746 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in RobotNurse.SLDASM
2021-05-23 23:02:46,747 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-05-23 23:02:46,748 INFO  ExportHelperExtension.cs: 1160 - 6 components to check
2021-05-23 23:02:46,750 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from BaseRobot-1
2021-05-23 23:02:46,751 INFO  ExportHelperExtension.cs: 1136 - Found 33 in BaseRobot-1
2021-05-23 23:02:46,753 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in BaseRobot-1
2021-05-23 23:02:46,754 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Table-1
2021-05-23 23:02:46,755 INFO  ExportHelperExtension.cs: 1136 - Found 27 in Table-1
2021-05-23 23:02:46,757 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Table-1
2021-05-23 23:02:46,758 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Wheels-5
2021-05-23 23:02:46,759 INFO  ExportHelperExtension.cs: 1136 - Found 30 in Wheels-5
2021-05-23 23:02:46,761 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Wheels-5
2021-05-23 23:02:46,767 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Wheels-3
2021-05-23 23:02:46,769 INFO  ExportHelperExtension.cs: 1136 - Found 30 in Wheels-3
2021-05-23 23:02:46,770 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Wheels-3
2021-05-23 23:02:46,772 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Wheels-4
2021-05-23 23:02:46,773 INFO  ExportHelperExtension.cs: 1136 - Found 30 in Wheels-4
2021-05-23 23:02:46,775 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Wheels-4
2021-05-23 23:02:46,776 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Wheels-1
2021-05-23 23:02:46,777 INFO  ExportHelperExtension.cs: 1136 - Found 30 in Wheels-1
2021-05-23 23:02:46,778 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Wheels-1
2021-05-23 23:02:47,302 INFO  SwAddin.cs: 339 - Loading config tree
2021-05-23 23:02:47,312 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2021-05-23 23:02:47,319 INFO  SwAddin.cs: 344 - Showing property manager
2021-05-23 23:03:02,386 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-05-23 23:03:02,542 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-05-23 23:03:02,674 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-05-23 23:03:02,780 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-05-23 23:03:55,236 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2021-05-23 23:03:55,658 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-05-23 23:04:05,949 INFO  SwAddin.cs: 294 - Assembly export called for file RobotNurse.SLDASM
2021-05-23 23:04:05,952 INFO  SwAddin.cs: 299 - Save is required
2021-05-23 23:04:05,953 INFO  SwAddin.cs: 313 - Saving assembly
2021-05-23 23:04:06,265 INFO  SwAddin.cs: 316 - Opening property manager
2021-05-23 23:04:06,266 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from RobotNurse.SLDASM
2021-05-23 23:04:06,268 INFO  ExportHelperExtension.cs: 1136 - Found 43 in RobotNurse.SLDASM
2021-05-23 23:04:06,269 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in RobotNurse.SLDASM
2021-05-23 23:04:06,270 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-05-23 23:04:06,271 INFO  ExportHelperExtension.cs: 1160 - 6 components to check
2021-05-23 23:04:06,272 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from BaseRobot-1
2021-05-23 23:04:06,273 INFO  ExportHelperExtension.cs: 1136 - Found 33 in BaseRobot-1
2021-05-23 23:04:06,275 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in BaseRobot-1
2021-05-23 23:04:06,276 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Table-1
2021-05-23 23:04:06,277 INFO  ExportHelperExtension.cs: 1136 - Found 27 in Table-1
2021-05-23 23:04:06,279 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Table-1
2021-05-23 23:04:06,290 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Wheels-5
2021-05-23 23:04:06,303 INFO  ExportHelperExtension.cs: 1136 - Found 30 in Wheels-5
2021-05-23 23:04:06,304 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Wheels-5
2021-05-23 23:04:06,305 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Wheels-3
2021-05-23 23:04:06,306 INFO  ExportHelperExtension.cs: 1136 - Found 30 in Wheels-3
2021-05-23 23:04:06,307 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Wheels-3
2021-05-23 23:04:06,308 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Wheels-4
2021-05-23 23:04:06,309 INFO  ExportHelperExtension.cs: 1136 - Found 30 in Wheels-4
2021-05-23 23:04:06,310 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Wheels-4
2021-05-23 23:04:06,311 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Wheels-1
2021-05-23 23:04:06,312 INFO  ExportHelperExtension.cs: 1136 - Found 30 in Wheels-1
2021-05-23 23:04:06,313 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Wheels-1
2021-05-23 23:04:06,314 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from RobotNurse.SLDASM
2021-05-23 23:04:06,315 INFO  ExportHelperExtension.cs: 1136 - Found 43 in RobotNurse.SLDASM
2021-05-23 23:04:06,320 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in RobotNurse.SLDASM
2021-05-23 23:04:06,321 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-05-23 23:04:06,322 INFO  ExportHelperExtension.cs: 1160 - 6 components to check
2021-05-23 23:04:06,323 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from BaseRobot-1
2021-05-23 23:04:06,324 INFO  ExportHelperExtension.cs: 1136 - Found 33 in BaseRobot-1
2021-05-23 23:04:06,325 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in BaseRobot-1
2021-05-23 23:04:06,326 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Table-1
2021-05-23 23:04:06,327 INFO  ExportHelperExtension.cs: 1136 - Found 27 in Table-1
2021-05-23 23:04:06,329 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Table-1
2021-05-23 23:04:06,330 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Wheels-5
2021-05-23 23:04:06,331 INFO  ExportHelperExtension.cs: 1136 - Found 30 in Wheels-5
2021-05-23 23:04:06,336 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Wheels-5
2021-05-23 23:04:06,338 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Wheels-3
2021-05-23 23:04:06,339 INFO  ExportHelperExtension.cs: 1136 - Found 30 in Wheels-3
2021-05-23 23:04:06,341 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Wheels-3
2021-05-23 23:04:06,342 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Wheels-4
2021-05-23 23:04:06,343 INFO  ExportHelperExtension.cs: 1136 - Found 30 in Wheels-4
2021-05-23 23:04:06,345 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Wheels-4
2021-05-23 23:04:06,346 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Wheels-1
2021-05-23 23:04:06,347 INFO  ExportHelperExtension.cs: 1136 - Found 30 in Wheels-1
2021-05-23 23:04:06,348 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Wheels-1
